brand,age,mileage,engine_size,fuel_type,transmission,owners,condition,price
Toyota,2.5,26303,2.0,Diesel,Manual,2,Good,24253.97
Honda,7.3,100299,3.0,Electric,Automatic,1,Good,18614.68
Honda,17.1,211153,1.4,Petrol,Manual,1,Good,1500
BMW,15.6,231764,2.2,Hybrid,Manual,2,Excellent,3841.67
Honda,1.8,28181,1.4,Diesel,Automatic,1,Good,17986.56
Volkswagen,8.1,105634,1.0,Petrol,Manual,2,Good,4782.65
Nissan,2.4,30262,4.0,Hybrid,Automatic,1,Good,47786.65
Audi,3.2,54823,1.6,Electric,Manual,1,Fair,25395.56
Hyundai,17.3,213679,1.0,Petrol,Manual,1,Good,1500
Nissan,10.1,132263,1.2,Electric,Manual,1,Good,3937.6
BMW,11.3,157701,1.8,Petrol,Automatic,2,Excellent,8012.71
Honda,4.9,60293,1.6,Electric,Automatic,1,Good,16267.24
BMW,6.1,96890,2.5,Diesel,Automatic,2,Poor,18447.62
Ford,0.6,1337,1.6,Hybrid,Automatic,3,Excellent,25541.59
Audi,8.3,63035,1.8,Petrol,Automatic,3,Excellent,14362.01
Nissan,3.9,59623,4.0,Petrol,Manual,2,Good,30329.96
Toyota,10.2,126684,3.0,Diesel,Automatic,1,Fair,9521.98
Maruti,13.3,221960,1.8,Petrol,Automatic,1,Excellent,2363.67
Maruti,12.5,273328,3.0,Diesel,Automatic,3,Excellent,3743.06
Audi,4.6,62697,1.8,Diesel,Automatic,1,Fair,20619.07
Hyundai,2.3,28195,3.0,Electric,Manual,1,Good,33998.41
Maruti,11.9,131591,1.2,Diesel,Automatic,1,Fair,2203.83
Maruti,0.6,5210,1.4,Electric,Manual,1,Excellent,20389.54
Maruti,13.1,157459,1.2,Electric,Manual,1,Good,2204.96
Volkswagen,0.9,18802,1.0,Diesel,Manual,3,Excellent,16518.04
Ford,5.0,54254,1.4,Petrol,Automatic,3,Excellent,10227.95
Audi,3.5,34473,2.2,Diesel,Automatic,1,Good,33199.33
Audi,10.9,161576,1.2,Petrol,Manual,1,Fair,3919.6
Ford,11.1,147621,1.4,Petrol,Manual,1,Good,3604.45
Maruti,9.9,174304,1.0,Hybrid,Automatic,1,Excellent,2584.41
Audi,14.3,189095,2.2,Petrol,Automatic,1,Good,5763.44
BMW,16.4,218717,1.2,Hybrid,Automatic,1,Fair,1960.37
Honda,9.6,93418,2.2,Electric,Automatic,1,Excellent,11003.64
Maruti,4.9,58365,3.0,Electric,Automatic,2,Good,21238.51
Hyundai,10.3,109428,2.5,Electric,Automatic,2,Fair,8159.4
Honda,13.6,199029,2.5,Petrol,Manual,1,Fair,3696.53
Toyota,3.3,35415,4.0,Diesel,Automatic,3,Good,42175.53
Honda,5.1,75787,2.0,Hybrid,Automatic,2,Good,15911.56
Ford,11.7,127545,2.5,Electric,Manual,1,Good,7407.17
Nissan,12.7,183989,3.5,Diesel,Manual,4,Excellent,5900.34
Volkswagen,7.6,120998,1.6,Petrol,Manual,1,Fair,7036.88
Nissan,16.5,186202,2.0,Diesel,Manual,1,Good,2313.42
Nissan,2.4,29173,1.2,Petrol,Automatic,3,Fair,10555.63
Maruti,4.9,85728,2.5,Diesel,Automatic,4,Good,12355.98
Toyota,8.9,139729,1.8,Diesel,Manual,2,Good,7005.0
Hyundai,9.5,122499,1.0,Electric,Manual,1,Fair,3121.01
Ford,8.8,152601,2.0,Diesel,Manual,1,Excellent,7792.14
BMW,15.8,242330,1.6,Electric,Manual,2,Excellent,3205.32
Audi,11.2,205894,3.0,Electric,Automatic,1,Poor,7892.47
Maruti,15.7,260334,2.5,Electric,Automatic,1,Good,2531.51
Audi,16.9,261917,1.0,Diesel,Automatic,4,Good,1500
Audi,6.0,96605,1.0,Petrol,Automatic,1,Fair,8494.28
Mercedes,8.7,138854,3.5,Hybrid,Manual,1,Fair,21190.93
Hyundai,15.5,161329,1.8,Diesel,Manual,2,Fair,1900.98
BMW,3.1,36468,1.4,Hybrid,Automatic,1,Fair,22293.53
Nissan,9.8,138548,2.0,Petrol,Automatic,1,Excellent,6870.91
Honda,8.4,136161,2.0,Electric,Automatic,1,Excellent,11110.72
Maruti,4.0,42191,3.5,Electric,Automatic,1,Good,30006.58
Honda,7.2,65373,1.8,Diesel,Automatic,1,Good,11927.58
Volkswagen,15.4,255051,1.2,Electric,Automatic,2,Fair,1500
Audi,14.2,172442,2.0,Hybrid,Automatic,1,Fair,4760.67
Ford,13.2,192375,4.0,Petrol,Manual,1,Excellent,7703.92
Nissan,1.4,6533,2.2,Petrol,Automatic,2,Excellent,28934.99
Volkswagen,5.9,75714,1.6,Diesel,Manual,1,Excellent,13381.49
Hyundai,15.6,234192,2.5,Electric,Automatic,1,Poor,1994.91
Nissan,3.6,35351,3.5,Hybrid,Automatic,3,Good,32301.05
Mercedes,6.9,105881,1.8,Diesel,Automatic,1,Good,17149.96
Audi,17.1,220699,2.5,Electric,Manual,2,Good,4012.83
Volkswagen,7.4,144558,1.4,Hybrid,Manual,1,Good,6648.73
BMW,9.5,141219,3.5,Electric,Automatic,1,Fair,19909.87
Audi,11.3,181961,1.8,Electric,Manual,1,Poor,4805.4
Toyota,3.8,54551,1.2,Hybrid,Manual,1,Excellent,12502.43
Mercedes,14.3,207363,2.5,Petrol,Automatic,1,Fair,5447.69
Ford,1.5,28013,2.2,Diesel,Automatic,2,Fair,25601.39
BMW,7.2,126698,2.5,Diesel,Automatic,2,Excellent,23850.65
BMW,8.8,180477,4.0,Diesel,Manual,2,Good,19811.59
Mercedes,4.0,67840,1.0,Petrol,Manual,2,Good,12965.97
Ford,14.4,263303,3.5,Petrol,Manual,2,Good,3612.83
Honda,4.9,66528,2.5,Petrol,Manual,1,Excellent,21718.6
Nissan,14.4,164338,1.4,Electric,Automatic,2,Excellent,2575.44
Mercedes,16.2,279282,2.5,Hybrid,Manual,2,Good,3759.83
Hyundai,13.3,217534,1.8,Diesel,Manual,1,Good,2533.79
Audi,0.5,500,4.0,Petrol,Automatic,2,Excellent,100171.07
Honda,12.0,174876,3.0,Hybrid,Manual,2,Good,6836.71
Nissan,12.0,155860,1.0,Petrol,Manual,1,Excellent,2252.91
Toyota,10.5,120844,2.2,Electric,Manual,1,Good,9456.06
BMW,12.0,196788,1.2,Electric,Automatic,2,Fair,3801.72
Toyota,14.9,135553,1.8,Electric,Manual,3,Poor,2764.05
Nissan,7.2,116963,1.6,Diesel,Automatic,2,Fair,6455.9
Maruti,6.8,83830,2.5,Petrol,Manual,2,Good,9796.26
Nissan,18.0,259530,2.5,Electric,Automatic,1,Good,1984.17
Hyundai,11.1,123057,3.5,Electric,Automatic,4,Good,9245.49
Mercedes,10.9,191262,3.0,Petrol,Automatic,4,Excellent,12421.09
Hyundai,0.9,12510,1.8,Diesel,Manual,1,Good,23931.21
Maruti,4.9,80165,1.8,Hybrid,Manual,2,Fair,9003.03
Audi,3.5,48960,3.5,Electric,Manual,2,Good,54951.25
Hyundai,6.6,86872,2.2,Diesel,Manual,2,Good,11666.44
Toyota,5.8,77577,1.0,Electric,Manual,1,Good,8954.54
Maruti,10.6,147721,1.2,Hybrid,Manual,1,Excellent,3244.41
Maruti,13.5,176481,3.0,Hybrid,Manual,2,Good,4403.57
Maruti,3.9,71810,3.5,Diesel,Manual,1,Good,23313.38
Maruti,2.1,26720,4.0,Diesel,Automatic,1,Good,40062.15
Hyundai,11.3,133859,2.5,Diesel,Manual,2,Excellent,6343.23
Honda,2.5,42414,1.0,Diesel,Automatic,1,Good,12610.6
Toyota,6.3,102993,3.0,Electric,Automatic,2,Poor,15990.13
Toyota,7.1,82627,4.0,Petrol,Automatic,1,Good,24355.85
Toyota,1.7,28147,4.0,Electric,Manual,1,Fair,57558.56
Volkswagen,4.5,41376,2.2,Electric,Automatic,3,Good,23734.97
Audi,10.3,188699,1.0,Electric,Automatic,1,Fair,4112.56
Toyota,6.6,85417,2.0,Electric,Manual,2,Fair,12674.86
Toyota,17.0,179174,1.8,Hybrid,Manual,1,Good,2494.12
Maruti,15.8,229838,4.0,Diesel,Automatic,4,Fair,2640.89
BMW,11.9,197134,3.5,Diesel,Automatic,2,Fair,9665.27
Ford,8.0,89434,1.4,Diesel,Automatic,1,Good,6910.06
Ford,13.2,163771,2.0,Hybrid,Automatic,1,Poor,2947.82
Mercedes,3.2,51592,1.6,Electric,Manual,2,Excellent,31172.24
Audi,2.8,32655,3.5,Diesel,Automatic,1,Excellent,66745.46
BMW,4.5,62348,2.2,Electric,Automatic,1,Good,33572.72
Ford,16.7,270112,2.5,Electric,Automatic,3,Good,2213.44
Toyota,11.1,144276,2.2,Petrol,Manual,1,Fair,6478.59
Nissan,9.9,158865,1.0,Petrol,Manual,1,Good,2654.39
Mercedes,14.0,154542,1.8,Petrol,Manual,1,Good,5834.31
Ford,14.1,227637,3.0,Hybrid,Manual,1,Good,4086.32
BMW,15.9,230232,1.2,Diesel,Manual,1,Fair,1701.83
Volkswagen,13.2,170071,3.0,Hybrid,Manual,2,Fair,5699.07
Maruti,15.7,235987,1.4,Petrol,Automatic,1,Fair,1500
Ford,2.6,35244,1.4,Electric,Manual,1,Fair,14454.16
Nissan,14.6,225829,3.5,Hybrid,Automatic,1,Excellent,4677.14
Nissan,5.4,59724,4.0,Petrol,Manual,1,Good,25404.11
Toyota,3.0,25173,1.0,Electric,Automatic,3,Excellent,13172.77
Mercedes,11.2,161518,3.5,Hybrid,Automatic,3,Excellent,16242.65
Mercedes,6.1,90960,2.2,Petrol,Automatic,1,Excellent,25984.21
Volkswagen,9.7,113867,1.6,Petrol,Automatic,2,Good,6443.81
Mercedes,8.0,116625,2.0,Electric,Manual,2,Good,16047.43
Ford,16.0,164568,1.6,Petrol,Manual,1,Good,1828.22
Honda,13.4,215667,1.6,Hybrid,Manual,1,Good,2656.84
BMW,12.6,173138,1.8,Electric,Manual,1,Good,6251.73
Volkswagen,13.2,254922,3.5,Diesel,Automatic,3,Poor,3528.64
Toyota,11.8,173567,2.5,Electric,Automatic,2,Good,7189.07
Toyota,15.1,145797,1.8,Petrol,Manual,2,Good,3303.34
Honda,17.5,200422,1.8,Hybrid,Manual,2,Good,1835.66
Maruti,2.5,29017,1.8,Petrol,Automatic,1,Good,16588.14
Mercedes,4.3,76501,1.8,Petrol,Manual,3,Good,22515.55
Toyota,14.5,229239,3.0,Hybrid,Automatic,2,Excellent,4856.13
Nissan,12.3,123125,1.4,Hybrid,Manual,1,Poor,2575.32
Maruti,15.8,207262,2.0,Electric,Manual,2,Good,2082.03
BMW,5.5,65628,3.0,Petrol,Automatic,1,Good,36316.79
Toyota,17.3,206730,3.0,Electric,Automatic,1,Poor,2788.07
Ford,1.7,22377,3.5,Petrol,Manual,1,Fair,34860.74
Toyota,2.4,42324,1.0,Hybrid,Automatic,1,Fair,11350.57
Nissan,1.9,16321,2.5,Hybrid,Manual,1,Good,30154.95
Audi,8.7,164512,1.6,Electric,Automatic,1,Good,9382.77
Hyundai,8.4,81568,1.0,Hybrid,Automatic,3,Good,4449.29
Hyundai,11.1,121216,1.4,Petrol,Automatic,2,Excellent,4002.98
Maruti,7.7,132233,3.5,Hybrid,Automatic,1,Excellent,14913.74
Maruti,8.0,90087,2.2,Diesel,Manual,2,Excellent,9302.26
Audi,2.5,24683,3.5,Hybrid,Manual,1,Good,64786.44
Maruti,2.4,29703,3.5,Hybrid,Manual,1,Fair,31478.46
Toyota,13.7,137650,4.0,Hybrid,Automatic,1,Good,10414.96
Hyundai,5.7,77313,4.0,Hybrid,Automatic,4,Good,22541.88
Ford,15.4,175710,1.0,Petrol,Manual,2,Fair,1500
Hyundai,2.4,34367,1.8,Hybrid,Automatic,2,Good,18905.46
Ford,8.8,121353,1.6,Electric,Automatic,1,Poor,5035.25
Ford,2.8,34169,1.2,Hybrid,Automatic,4,Excellent,13825.19
Audi,16.1,298135,3.5,Hybrid,Automatic,2,Good,5255.56
Hyundai,4.5,44948,2.2,Diesel,Automatic,1,Good,16231.66
Maruti,9.0,185760,2.0,Petrol,Manual,2,Good,4564.79
Mercedes,8.6,84368,1.2,Diesel,Automatic,2,Good,9193.25
Nissan,14.5,137191,1.8,Petrol,Automatic,1,Fair,2656.43
Maruti,13.3,130885,2.2,Electric,Automatic,1,Good,4447.88
Maruti,5.1,60899,4.0,Petrol,Automatic,2,Good,23697.42
Mercedes,9.0,72962,1.4,Electric,Automatic,1,Good,12861.53
Honda,11.1,150504,3.5,Electric,Manual,1,Fair,9047.34
Audi,3.7,54889,3.0,Petrol,Manual,2,Fair,35574.59
Volkswagen,14.0,131876,1.6,Diesel,Manual,2,Fair,2917.49
Toyota,11.7,202694,1.2,Hybrid,Automatic,1,Poor,2115.19
Volkswagen,8.8,108939,1.4,Electric,Automatic,1,Good,7696.29
Nissan,12.5,216327,1.0,Electric,Automatic,2,Good,1759.78
Honda,5.0,75113,3.5,Diesel,Manual,1,Good,28364.03
Ford,6.0,59805,1.0,Petrol,Automatic,1,Excellent,7010.38
Mercedes,4.9,74218,1.0,Diesel,Manual,2,Excellent,13086.11
Maruti,2.8,33058,4.0,Diesel,Manual,2,Good,28920.49
Audi,16.6,257413,1.8,Electric,Automatic,1,Excellent,2902.91
Toyota,7.2,117392,2.0,Electric,Manual,1,Good,12435.99
Ford,11.8,149409,1.2,Diesel,Manual,3,Fair,2484.18
Honda,1.1,11495,1.2,Hybrid,Manual,3,Excellent,16991.93
Volkswagen,5.2,50210,2.0,Hybrid,Automatic,1,Fair,16366.06
Honda,10.0,110780,1.0,Hybrid,Manual,2,Poor,2591.25
Volkswagen,1.5,31484,4.0,Electric,Manual,3,Fair,53305.75
Mercedes,11.8,73505,1.4,Diesel,Automatic,2,Fair,6684.17
Honda,16.0,190612,2.5,Diesel,Manual,2,Good,3088.96
Audi,7.3,81587,3.0,Hybrid,Manual,1,Excellent,28286.02
Honda,4.2,52428,4.0,Diesel,Manual,3,Excellent,34243.02
Ford,9.1,69346,1.0,Petrol,Manual,2,Excellent,4433.04
Mercedes,14.9,218292,1.2,Petrol,Manual,1,Good,2482.77
Maruti,4.4,44115,1.6,Hybrid,Automatic,1,Good,11599.11
BMW,13.9,184991,3.5,Electric,Manual,2,Excellent,10833.21
Hyundai,10.2,151012,2.5,Diesel,Manual,2,Good,6379.64
Audi,1.9,29872,1.0,Electric,Automatic,2,Fair,18794.5
Audi,12.6,198213,1.6,Hybrid,Automatic,1,Excellent,5217.36
Audi,11.2,108459,1.2,Electric,Automatic,1,Excellent,6840.43
Honda,17.8,164358,1.2,Diesel,Automatic,2,Good,1500
Ford,12.5,196320,2.5,Petrol,Manual,2,Good,4173.97
Volkswagen,4.9,69088,3.5,Petrol,Manual,2,Poor,20797.52
Audi,9.5,184001,1.2,Electric,Automatic,1,Good,5838.28
Hyundai,4.5,62193,1.2,Hybrid,Manual,1,Excellent,9357.88
Volkswagen,3.0,39124,3.5,Diesel,Automatic,2,Good,42137.03
Mercedes,4.0,72545,1.4,Electric,Manual,1,Good,20399.42
BMW,16.0,268794,3.5,Diesel,Manual,1,Fair,5035.7
Audi,15.6,138432,1.6,Electric,Manual,2,Fair,3802.85
Maruti,4.4,83795,3.5,Petrol,Automatic,4,Excellent,19953.77
Audi,13.3,235506,3.0,Hybrid,Manual,1,Excellent,7035.82
Volkswagen,17.1,234158,1.4,Petrol,Manual,1,Good,1500
Audi,15.5,268460,3.5,Diesel,Automatic,1,Fair,4810.84
Toyota,15.6,160443,1.2,Petrol,Automatic,1,Good,2105.29
Maruti,10.0,140895,1.6,Electric,Manual,1,Fair,3937.94
Volkswagen,6.9,106300,3.5,Petrol,Manual,1,Good,20456.28
Nissan,2.5,25680,2.5,Diesel,Manual,1,Fair,21971.42
Toyota,1.6,16649,2.0,Petrol,Automatic,2,Good,28005.14
Nissan,16.2,157426,2.5,Petrol,Manual,3,Good,3222.33
Mercedes,17.3,298828,1.2,Diesel,Automatic,1,Excellent,1965.65
Toyota,5.6,69076,4.0,Electric,Automatic,1,Good,35063.72
BMW,15.1,224017,3.0,Electric,Automatic,1,Good,6353.03
Nissan,15.2,157510,2.5,Electric,Manual,2,Excellent,4181.27
Toyota,3.1,46024,1.8,Diesel,Automatic,1,Excellent,22323.3
Ford,3.3,55667,1.2,Diesel,Automatic,1,Excellent,12388.35
Hyundai,17.6,236684,1.4,Diesel,Automatic,1,Excellent,1500
Audi,13.9,215158,2.5,Electric,Automatic,1,Good,7306.13
Maruti,12.2,133845,3.5,Electric,Manual,2,Fair,5855.61
Ford,12.4,164878,1.2,Diesel,Automatic,1,Good,2592.65
Nissan,4.4,56832,1.8,Hybrid,Manual,4,Good,13027.83
Audi,6.1,79077,3.5,Electric,Automatic,1,Fair,34043.43
Mercedes,6.5,114842,1.8,Petrol,Manual,2,Good,15028.43
Volkswagen,14.6,247752,1.8,Hybrid,Automatic,1,Good,2648.34
Audi,17.8,269807,3.0,Hybrid,Manual,1,Good,3714.36
Mercedes,7.8,81267,3.0,Diesel,Manual,1,Good,25711.67
Mercedes,15.1,198781,1.8,Diesel,Manual,2,Excellent,4277.15
Mercedes,17.2,168007,4.0,Electric,Automatic,1,Fair,8466.94
Mercedes,9.1,118370,1.2,Hybrid,Automatic,3,Good,7839.42
Audi,17.5,191169,1.2,Petrol,Automatic,1,Excellent,2041.34
Ford,6.8,132380,1.0,Electric,Manual,1,Good,5474.22
Honda,9.5,140206,4.0,Diesel,Automatic,3,Fair,12087.53
Hyundai,2.2,24013,3.5,Diesel,Automatic,1,Good,40610.52
Hyundai,16.6,257224,1.4,Diesel,Manual,2,Good,1500
Nissan,13.0,82901,1.2,Petrol,Manual,3,Good,2864.44
Mercedes,12.6,199272,1.4,Electric,Manual,2,Excellent,5056.1
Ford,12.5,152427,1.8,Petrol,Automatic,2,Fair,3469.59
Honda,0.8,9760,2.5,Petrol,Manual,2,Good,36442.4
Mercedes,1.3,14765,1.8,Petrol,Manual,2,Excellent,38495.67
Hyundai,1.0,8226,1.4,Electric,Automatic,1,Good,21241.17
Maruti,1.7,20549,3.5,Diesel,Automatic,1,Fair,30773.0
Toyota,17.5,344843,1.2,Hybrid,Automatic,2,Excellent,1500
Hyundai,17.7,226162,2.2,Petrol,Automatic,1,Excellent,1950.34
Ford,9.2,112789,2.0,Petrol,Manual,1,Excellent,7755.61
Mercedes,12.5,225435,2.5,Hybrid,Manual,3,Fair,6037.7
Audi,16.9,332625,2.0,Hybrid,Manual,1,Good,2731.93
Volkswagen,7.5,102992,3.5,Diesel,Manual,1,Excellent,20912.16
BMW,10.9,203992,2.2,Hybrid,Automatic,2,Fair,6606.91
Volkswagen,6.7,70995,4.0,Hybrid,Automatic,1,Good,29408.63
Honda,4.9,84681,2.5,Petrol,Manual,2,Fair,15299.89
Ford,7.2,98884,4.0,Petrol,Manual,2,Good,19341.66
Audi,14.4,193543,1.6,Electric,Automatic,2,Good,4523.93
Volkswagen,15.9,228345,1.2,Hybrid,Automatic,1,Excellent,1749.82
Nissan,12.0,182159,1.8,Hybrid,Manual,1,Good,3723.47
Audi,12.1,117034,4.0,Diesel,Manual,1,Good,16351.12
Volkswagen,11.3,156996,2.0,Petrol,Manual,2,Excellent,5487.77
Maruti,1.0,16838,4.0,Electric,Automatic,1,Excellent,57443.88
BMW,4.8,66840,4.0,Petrol,Automatic,1,Excellent,53305.26
Volkswagen,10.4,142737,2.2,Petrol,Automatic,1,Good,8345.03
Maruti,2.2,43213,2.5,Electric,Automatic,1,Fair,22294.15
Hyundai,17.5,296651,1.6,Petrol,Manual,1,Excellent,1500
Maruti,7.5,55964,1.6,Petrol,Automatic,1,Good,7085.77
Hyundai,14.4,195405,4.0,Electric,Automatic,2,Good,5799.81
Volkswagen,7.5,70861,3.5,Diesel,Manual,2,Good,21316.06
Audi,5.2,82949,4.0,Hybrid,Manual,1,Good,43953.76
Ford,4.7,58854,4.0,Hybrid,Automatic,3,Fair,25748.97
Mercedes,14.9,148191,4.0,Diesel,Automatic,1,Excellent,14276.49
Toyota,4.8,50648,1.8,Hybrid,Automatic,2,Excellent,18198.64
Mercedes,14.3,218079,1.8,Petrol,Automatic,2,Excellent,4253.17
Honda,6.0,102009,1.8,Hybrid,Automatic,2,Fair,9760.93
Ford,4.6,79206,3.5,Electric,Automatic,3,Excellent,26486.14
Honda,14.0,175228,2.0,Hybrid,Manual,3,Excellent,3864.87
Mercedes,8.2,126524,1.8,Electric,Manual,1,Good,14100.07
BMW,17.4,195651,1.4,Electric,Manual,2,Fair,2343.85
Toyota,12.6,190262,4.0,Electric,Automatic,3,Good,9428.98
Nissan,15.7,147905,2.5,Hybrid,Automatic,1,Poor,2918.4
Ford,16.5,185697,4.0,Hybrid,Manual,1,Excellent,5720.87
Audi,8.7,140813,2.2,Hybrid,Manual,2,Good,12055.41
Maruti,13.3,184300,3.0,Petrol,Manual,2,Excellent,4049.25
Audi,14.3,228924,1.4,Electric,Automatic,2,Excellent,3306.73
Ford,15.3,276771,4.0,Hybrid,Automatic,3,Excellent,4720.86
Ford,12.5,179474,2.0,Hybrid,Automatic,1,Fair,4162.55
BMW,0.9,17083,1.0,Diesel,Manual,4,Excellent,20486.91
Ford,1.4,18336,3.5,Petrol,Automatic,1,Good,48570.86
Audi,15.0,220682,2.5,Diesel,Automatic,1,Good,5178.35
Ford,8.0,38954,1.6,Electric,Manual,1,Good,9974.45
Mercedes,4.6,77481,2.5,Hybrid,Manual,1,Excellent,35586.87
Hyundai,17.6,206855,2.2,Hybrid,Automatic,1,Good,2350.9
Audi,16.4,278330,3.5,Petrol,Manual,1,Good,4522.6
Mercedes,17.6,160486,4.0,Petrol,Manual,1,Good,8551.32
Ford,2.1,20379,3.0,Electric,Manual,4,Good,34808.58
Mercedes,13.6,183261,2.2,Electric,Automatic,1,Excellent,8245.88
Ford,10.2,103826,4.0,Diesel,Manual,1,Excellent,14218.45
Audi,5.1,31691,2.5,Hybrid,Manual,1,Poor,22376.1
Honda,15.3,196832,1.4,Electric,Manual,3,Fair,1794.65
Mercedes,10.4,106750,4.0,Petrol,Manual,1,Excellent,24759.71
Hyundai,1.0,12052,4.0,Electric,Manual,3,Excellent,56445.86
Honda,8.6,85277,4.0,Electric,Manual,1,Excellent,22393.4
Maruti,2.8,34081,1.0,Petrol,Manual,1,Good,7918.62
Honda,7.5,115972,1.4,Hybrid,Manual,1,Excellent,7585.55
Ford,2.6,44077,2.5,Electric,Manual,1,Excellent,28546.51
Hyundai,9.5,108061,2.5,Electric,Automatic,1,Good,10020.87
Volkswagen,2.1,29338,3.0,Diesel,Manual,3,Good,38579.04
Nissan,2.0,20098,2.5,Hybrid,Automatic,1,Excellent,36765.96
Nissan,8.0,87512,3.5,Petrol,Manual,1,Good,15543.8
Audi,12.1,178157,3.5,Petrol,Manual,1,Good,11192.42
Volkswagen,1.3,23439,2.2,Hybrid,Automatic,2,Good,34022.47
Ford,4.2,51674,1.2,Petrol,Automatic,1,Excellent,11309.36
Audi,8.6,139819,2.2,Hybrid,Automatic,2,Poor,8868.51
Hyundai,12.6,153641,4.0,Diesel,Manual,1,Excellent,9849.54
Toyota,4.2,64410,4.0,Diesel,Manual,1,Good,36757.76
Audi,7.9,119941,1.2,Hybrid,Automatic,1,Fair,7740.55
Maruti,15.0,195199,2.2,Hybrid,Automatic,3,Fair,2178.68
Maruti,13.3,226587,1.8,Hybrid,Manual,2,Good,1987.02
Honda,5.2,74285,4.0,Hybrid,Automatic,1,Good,34386.35
Ford,5.5,60644,1.6,Diesel,Automatic,3,Fair,9372.55
Mercedes,13.2,150499,2.2,Electric,Automatic,2,Fair,7642.63
Maruti,4.1,51900,1.2,Diesel,Manual,2,Excellent,7408.64
Mercedes,4.6,87467,3.0,Electric,Automatic,2,Excellent,46184.64
Nissan,1.1,16645,1.2,Diesel,Manual,2,Good,15997.52
Toyota,14.0,192755,3.0,Petrol,Manual,3,Good,4687.05
Audi,17.3,330212,1.2,Petrol,Manual,1,Excellent,1619.56
Hyundai,3.2,46996,1.8,Hybrid,Manual,1,Good,15450.56
Ford,2.7,31944,1.6,Petrol,Manual,3,Good,14882.78
Mercedes,7.0,105793,2.2,Diesel,Automatic,2,Excellent,22563.01
Volkswagen,7.7,146060,2.2,Electric,Manual,1,Fair,9975.42
Honda,2.0,13895,2.0,Hybrid,Manual,1,Excellent,31129.39
Ford,16.3,361733,1.0,Electric,Automatic,1,Good,1500
Hyundai,16.4,220740,1.0,Diesel,Automatic,1,Excellent,1500
Nissan,11.4,122752,3.5,Hybrid,Manual,3,Excellent,9310.29
Ford,9.6,127260,3.0,Electric,Automatic,2,Excellent,12769.13
Toyota,16.1,193355,3.0,Electric,Automatic,4,Excellent,4647.51
Nissan,6.7,101433,1.0,Hybrid,Automatic,2,Excellent,5155.92
Hyundai,17.7,140401,3.5,Diesel,Automatic,1,Good,4380.18
Ford,13.0,135146,3.0,Diesel,Automatic,1,Excellent,7353.54
Volkswagen,15.0,252482,1.2,Diesel,Automatic,1,Excellent,1646.1
Nissan,9.6,112791,2.2,Hybrid,Automatic,2,Poor,5551.88
Volkswagen,14.9,156946,1.4,Hybrid,Manual,4,Good,2250.3
Audi,8.8,120305,1.4,Petrol,Automatic,1,Good,8626.06
Mercedes,1.2,21942,1.4,Electric,Automatic,1,Excellent,42948.55
Volkswagen,1.4,28018,1.8,Hybrid,Manual,1,Good,26893.32
Toyota,7.8,104896,3.5,Electric,Automatic,1,Fair,17337.44
Nissan,11.6,124643,2.5,Electric,Manual,2,Good,6799.18
Volkswagen,7.3,99939,2.2,Hybrid,Automatic,2,Fair,11757.25
Mercedes,10.3,104086,1.2,Petrol,Manual,2,Good,6574.66
Toyota,2.6,37937,3.0,Diesel,Manual,2,Fair,29029.68
Nissan,11.1,143756,2.2,Petrol,Automatic,1,Good,5640.73
Nissan,6.1,135942,1.8,Diesel,Automatic,1,Good,9542.86
Volkswagen,12.4,187264,1.0,Petrol,Manual,1,Excellent,2266.56
Ford,7.7,116958,2.0,Petrol,Manual,1,Fair,7185.31
Nissan,7.2,87315,1.2,Hybrid,Manual,1,Good,6576.28
BMW,16.5,228476,1.0,Petrol,Manual,2,Good,1500
Audi,2.0,24779,4.0,Diesel,Automatic,1,Excellent,84552.5
BMW,9.9,173763,2.2,Petrol,Manual,2,Poor,6257.89
Ford,0.5,4944,2.5,Hybrid,Automatic,3,Excellent,41989.69
Nissan,5.4,67764,1.4,Electric,Manual,1,Excellent,11605.01
Mercedes,15.9,259723,1.6,Electric,Automatic,2,Poor,1986.74
Audi,5.3,88168,4.0,Hybrid,Automatic,1,Good,45835.54
Audi,0.6,5898,1.0,Hybrid,Automatic,1,Fair,21419.21
Honda,9.9,125118,4.0,Hybrid,Automatic,1,Fair,14899.93
Honda,8.6,48519,1.6,Petrol,Automatic,2,Fair,7599.72
BMW,2.1,14876,3.5,Diesel,Manual,4,Poor,45517.3
Maruti,4.2,69261,1.6,Petrol,Automatic,2,Good,10175.14
Nissan,3.9,41130,3.5,Diesel,Manual,2,Fair,27303.93
BMW,15.9,305025,1.8,Electric,Automatic,1,Good,3512.44
Toyota,15.4,84941,2.0,Electric,Manual,2,Good,4430.71
BMW,1.3,18960,2.2,Hybrid,Manual,1,Fair,42564.17
Toyota,17.8,304023,1.6,Petrol,Manual,1,Good,1500
Toyota,8.9,133128,1.0,Electric,Automatic,1,Good,4595.72
Hyundai,15.1,177902,2.0,Petrol,Automatic,2,Good,2608.32
Toyota,16.5,217282,2.2,Petrol,Manual,1,Fair,2274.68
Toyota,5.8,74826,4.0,Petrol,Manual,1,Good,29630.77
BMW,15.6,258752,4.0,Hybrid,Automatic,3,Good,6279.64
Hyundai,11.9,169285,4.0,Electric,Manual,1,Excellent,9742.76
BMW,16.3,161876,1.4,Hybrid,Automatic,2,Good,3168.88
BMW,2.9,49185,1.0,Hybrid,Automatic,1,Fair,15792.41
